bonus,bonusRate,completed,inspectCost,pid,startTime,variance,version
2.03,0.01,True,1,0,Tue Jan 23 2018 13:34:45 GMT-0600 (Central Standard Time),constant_high,c0.5
1.91,0.01,True,1,1,Tue Jan 23 2018 13:41:53 GMT-0600 (Central Standard Time),constant_high,c0.5
1.94,0.01,True,1,2,Tue Jan 23 2018 12:28:26 GMT-0700 (Mountain Standard Time),constant_high,c0.5
1.78,0.01,True,1,3,Tue Jan 23 2018 12:59:12 GMT-0700 (US Mountain Standard Time),constant_high,c0.5
2.06,0.01,True,1,4,Tue Jan 23 2018 14:28:33 GMT-0500 (EST),constant_high,c0.5
1.67,0.01,True,1,5,Tue Jan 23 2018 16:37:41 GMT-0500 (Eastern Standard Time),constant_high,c0.5
2.04,0.01,True,1,6,Tue Jan 23 2018 16:44:18 GMT-0500 (Eastern Standard Time),constant_high,c0.5
1.93,0.01,True,1,7,Tue Jan 23 2018 18:11:25 GMT-0500 (Eastern Standard Time),constant_high,c0.5
1.47,0.01,True,1,8,Tue Jan 23 2018 13:12:18 GMT-0600 (Central Standard Time),constant_high,c0.5
